t,event,top5,size,hour,day,nurses,pid,area,acuity,ctas,is_ems,is_critical,lwbs_min,base_min,one,two,three,chosen,requires_lab,lab_prob,requires_di,di_prob,di_modality,arrival_to_offload,queue,qlen,to,bonus_time,bonus_emscrit,bonus_download,score,doctor,doc_active_panel,busy,cap,chosen_acuity,chosen_bonus_time,chosen_bonus_emscrit,chosen_bonus_download,chosen_score,minutes,mode,touch,duration,ems_direct,add,total_bonus,steps,elapsed,offload_to_clear,total,service,attempt,critical,modality,reason,new_area
402.0,dispatch_cand,,,,,,176.0,A,0.5479027728490761,,,,,,,,,,,,,,,,,,,1.5999999999999999,0.0,5.0,6.278022222680347,,,,,,,,,,,,,,,,,,,,,,,,,,
402.0,dispatch_cand,,,,,,193.0,A,0.40567154597764793,,,,,,,,,,,,,,,,,,,0.4,0.0,5.0,1.8692450863974073,,,,,,,,,,,,,,,,,,,,,,,,,,
402.0,dispatch_cand,,,,,,181.0,A,1.614622987159719,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,4.681289653826386,,,,,,,,,,,,,,,,,,,,,,,,,,
402.0,dispatch_cand,,,,,,175.0,A,1.4533986436190487,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,4.461398643619049,,,,,,,,,,,,,,,,,,,,,,,,,,
402.0,dispatch_cand,,,,,,192.0,A,1.2799130698116274,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.389246403144961,,,,,,,,,,,,,,,,,,,,,,,,,,
402.0,dispatch_cand,,,,,,173.0,A,1.0313363272735607,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.5593363272735608,,,,,,,,,,,,,,,,,,,,,,,,,,
402.0,dispatch_cand,,,,,,191.0,A,1.0311903680659267,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.375190368065927,,,,,,,,,,,,,,,,,,,,,,,,,,
402.0,dispatch_cand,,,,,,201.0,A,1.0082151642628683,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.1202151642628684,,,,,,,,,,,,,,,,,,,,,,,,,,
402.0,dispatch_cand,,,,,,177.0,A,1.0068947387871674,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.198894738787167,,,,,,,,,,,,,,,,,,,,,,,,,,
402.0,dispatch_cand,,,,,,182.0,A,0.9181422846691535,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.5821422846691533,,,,,,,,,,,,,,,,,,,,,,,,,,
402.0,dispatch_cand,,,,,,166.0,A,0.9049964585764461,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,4.872996458576447,,,,,,,,,,,,,,,,,,,,,,,,,,
402.0,dispatch_cand,,,,,,197.0,A,0.895614274490452,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.231614274490452,,,,,,,,,,,,,,,,,,,,,,,,,,
402.0,dispatch_cand,,,,,,198.0,A,0.8754309740062836,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.1794309740062836,,,,,,,,,,,,,,,,,,,,,,,,,,
402.0,dispatch_cand,,,,,,179.0,A,0.822789815096281,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.854789815096281,,,,,,,,,,,,,,,,,,,,,,,,,,
402.0,dispatch_cand,,,,,,171.0,A,0.7933343761213808,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.497334376121381,,,,,,,,,,,,,,,,,,,,,,,,,,
402.0,dispatch_cand,,,,,,183.0,A,0.7732838651679137,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.373283865167914,,,,,,,,,,,,,,,,,,,,,,,,,,
402.0,dispatch_cand,,,,,,184.0,A,0.7644241585168313,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.3324241585168313,,,,,,,,,,,,,,,,,,,,,,,,,,
402.0,dispatch_cand,,,,,,174.0,A,0.7474022375794747,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.163402237579475,,,,,,,,,,,,,,,,,,,,,,,,,,
402.0,dispatch_cand,,,,,,180.0,A,0.6840677166705709,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.6040677166705706,,,,,,,,,,,,,,,,,,,,,,,,,,
402.0,dispatch_cand,,,,,,196.0,A,0.6734739711355981,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.073473971135598,,,,,,,,,,,,,,,,,,,,,,,,,,
402.0,dispatch_cand,,,,,,186.0,A,0.6111137491078991,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.9871137491078992,,,,,,,,,,,,,,,,,,,,,,,,,,
402.0,dispatch_cand,,,,,,195.0,A,0.3052984044368417,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.6466317377701751,,,,,,,,,,,,,,,,,,,,,,,,,,
402.0,dispatch_cand,,,,,,148.0,A,0.06982496433303503,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.4724916309997016,,,,,,,,,,,,,,,,,,,,,,,,,,
402.0,dispatch_cand,,,,,,202.0,A,1.0379921524107822,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0699921524107823,,,,,,,,,,,,,,,,,,,,,,,,,,
402.0,dispatch_cand,,,,,,206.0,A,0.8730440138042691,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.8730440138042691,,,,,,,,,,,,,,,,,,,,,,,,,,
402.0,offload_start,,,,,,205.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403.0,download_acuity_bump,,,,,,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,5.0,25.0,375.0446633144146,,,,,,,,
403.0,dispatch_cand,,,,,,176.0,A,0.5479027728490761,,,,,,,,,,,,,,,,,,,1.5999999999999999,0.0,5.0,6.31135555601368,,,,,,,,,,,,,,,,,,,,,,,,,,
403.0,dispatch_cand,,,,,,193.0,A,0.40567154597764793,,,,,,,,,,,,,,,,,,,0.4,0.0,5.0,1.9025784197307403,,,,,,,,,,,,,,,,,,,,,,,,,,
403.0,dispatch_cand,,,,,,181.0,A,1.614622987159719,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,4.707956320493053,,,,,,,,,,,,,,,,,,,,,,,,,,
403.0,dispatch_cand,,,,,,175.0,A,1.4533986436190487,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,4.482731976952382,,,,,,,,,,,,,,,,,,,,,,,,,,
403.0,dispatch_cand,,,,,,192.0,A,1.2799130698116274,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.410579736478294,,,,,,,,,,,,,,,,,,,,,,,,,,
403.0,dispatch_cand,,,,,,173.0,A,1.0313363272735607,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.5753363272735608,,,,,,,,,,,,,,,,,,,,,,,,,,
403.0,dispatch_cand,,,,,,191.0,A,1.0311903680659267,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.39652370139926,,,,,,,,,,,,,,,,,,,,,,,,,,
403.0,dispatch_cand,,,,,,201.0,A,1.0082151642628683,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.1362151642628682,,,,,,,,,,,,,,,,,,,,,,,,,,
403.0,dispatch_cand,,,,,,177.0,A,1.0068947387871674,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.214894738787167,,,,,,,,,,,,,,,,,,,,,,,,,,
403.0,dispatch_cand,,,,,,182.0,A,0.9181422846691535,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.5981422846691538,,,,,,,,,,,,,,,,,,,,,,,,,,
403.0,dispatch_cand,,,,,,166.0,A,0.9049964585764461,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,4.888996458576446,,,,,,,,,,,,,,,,,,,,,,,,,,
403.0,dispatch_cand,,,,,,197.0,A,0.895614274490452,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.247614274490452,,,,,,,,,,,,,,,,,,,,,,,,,,
403.0,dispatch_cand,,,,,,198.0,A,0.8754309740062836,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.1954309740062836,,,,,,,,,,,,,,,,,,,,,,,,,,
403.0,dispatch_cand,,,,,,179.0,A,0.822789815096281,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.870789815096281,,,,,,,,,,,,,,,,,,,,,,,,,,
403.0,dispatch_cand,,,,,,171.0,A,0.7933343761213808,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.513334376121381,,,,,,,,,,,,,,,,,,,,,,,,,,
403.0,dispatch_cand,,,,,,183.0,A,0.7732838651679137,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.3892838651679136,,,,,,,,,,,,,,,,,,,,,,,,,,
403.0,dispatch_cand,,,,,,184.0,A,0.7644241585168313,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.3484241585168313,,,,,,,,,,,,,,,,,,,,,,,,,,
403.0,dispatch_cand,,,,,,174.0,A,0.7474022375794747,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.179402237579475,,,,,,,,,,,,,,,,,,,,,,,,,,
403.0,dispatch_cand,,,,,,180.0,A,0.6840677166705709,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.6200677166705706,,,,,,,,,,,,,,,,,,,,,,,,,,
403.0,dispatch_cand,,,,,,196.0,A,0.6734739711355981,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.089473971135598,,,,,,,,,,,,,,,,,,,,,,,,,,
403.0,dispatch_cand,,,,,,186.0,A,0.6111137491078991,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.003113749107899,,,,,,,,,,,,,,,,,,,,,,,,,,
403.0,dispatch_cand,,,,,,195.0,A,0.3052984044368417,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.6572984044368417,,,,,,,,,,,,,,,,,,,,,,,,,,
403.0,dispatch_cand,,,,,,148.0,A,0.06982496433303503,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.4831582976663684,,,,,,,,,,,,,,,,,,,,,,,,,,
403.0,dispatch_cand,,,,,,202.0,A,1.0379921524107822,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0859921524107823,,,,,,,,,,,,,,,,,,,,,,,,,,
403.0,dispatch_cand,,,,,,206.0,A,0.8730440138042691,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.8890440138042691,,,,,,,,,,,,,,,,,,,,,,,,,,
404.0,download_acuity_bump,,,,,,162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,3.600000000000001,18.0,270.4370736985172,,,,,,,,
404.0,download_acuity_bump,,,,,,164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,3.400000000000001,17.0,255.92920483522354,,,,,,,,
404.0,dispatch_cand,,,,,,176.0,A,0.5479027728490761,,,,,,,,,,,,,,,,,,,1.5999999999999999,0.0,5.0,6.3446888893470135,,,,,,,,,,,,,,,,,,,,,,,,,,
404.0,dispatch_cand,,,,,,193.0,A,0.40567154597764793,,,,,,,,,,,,,,,,,,,0.4,0.0,5.0,1.9359117530640737,,,,,,,,,,,,,,,,,,,,,,,,,,
404.0,dispatch_cand,,,,,,181.0,A,1.614622987159719,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,4.734622987159719,,,,,,,,,,,,,,,,,,,,,,,,,,
404.0,dispatch_cand,,,,,,175.0,A,1.4533986436190487,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,4.504065310285716,,,,,,,,,,,,,,,,,,,,,,,,,,
404.0,dispatch_cand,,,,,,192.0,A,1.2799130698116274,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.4319130698116274,,,,,,,,,,,,,,,,,,,,,,,,,,
404.0,dispatch_cand,,,,,,173.0,A,1.0313363272735607,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.591336327273561,,,,,,,,,,,,,,,,,,,,,,,,,,
404.0,dispatch_cand,,,,,,191.0,A,1.0311903680659267,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.4178570347325934,,,,,,,,,,,,,,,,,,,,,,,,,,
404.0,dispatch_cand,,,,,,201.0,A,1.0082151642628683,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.1522151642628682,,,,,,,,,,,,,,,,,,,,,,,,,,
404.0,dispatch_cand,,,,,,177.0,A,1.0068947387871674,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.2308947387871676,,,,,,,,,,,,,,,,,,,,,,,,,,
404.0,dispatch_cand,,,,,,182.0,A,0.9181422846691535,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.6141422846691533,,,,,,,,,,,,,,,,,,,,,,,,,,
404.0,dispatch_cand,,,,,,166.0,A,0.9049964585764461,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,4.904996458576447,,,,,,,,,,,,,,,,,,,,,,,,,,
404.0,dispatch_cand,,,,,,197.0,A,0.895614274490452,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.263614274490452,,,,,,,,,,,,,,,,,,,,,,,,,,
404.0,dispatch_cand,,,,,,198.0,A,0.8754309740062836,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.2114309740062836,,,,,,,,,,,,,,,,,,,,,,,,,,
404.0,dispatch_cand,,,,,,179.0,A,0.822789815096281,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.886789815096281,,,,,,,,,,,,,,,,,,,,,,,,,,
404.0,dispatch_cand,,,,,,171.0,A,0.7933343761213808,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.529334376121381,,,,,,,,,,,,,,,,,,,,,,,,,,
404.0,dispatch_cand,,,,,,183.0,A,0.7732838651679137,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.405283865167914,,,,,,,,,,,,,,,,,,,,,,,,,,
404.0,dispatch_cand,,,,,,184.0,A,0.7644241585168313,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.3644241585168313,,,,,,,,,,,,,,,,,,,,,,,,,,
404.0,dispatch_cand,,,,,,174.0,A,0.7474022375794747,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.195402237579475,,,,,,,,,,,,,,,,,,,,,,,,,,
404.0,dispatch_cand,,,,,,180.0,A,0.6840677166705709,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.6360677166705706,,,,,,,,,,,,,,,,,,,,,,,,,,
404.0,dispatch_cand,,,,,,196.0,A,0.6734739711355981,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.105473971135598,,,,,,,,,,,,,,,,,,,,,,,,,,
404.0,dispatch_cand,,,,,,186.0,A,0.6111137491078991,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.019113749107899,,,,,,,,,,,,,,,,,,,,,,,,,,
404.0,dispatch_cand,,,,,,195.0,A,0.3052984044368417,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.6679650711035083,,,,,,,,,,,,,,,,,,,,,,,,,,
404.0,dispatch_cand,,,,,,148.0,A,0.06982496433303503,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.4938249643330352,,,,,,,,,,,,,,,,,,,,,,,,,,
404.0,dispatch_cand,,,,,,202.0,A,1.0379921524107822,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.1019921524107823,,,,,,,,,,,,,,,,,,,,,,,,,,
404.0,dispatch_cand,,,,,,206.0,A,0.8730440138042691,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.9050440138042691,,,,,,,,,,,,,,,,,,,,,,,,,,
404.80538257524177,ems_clear,,,,,,195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,34.805382575241765,,,,,,
405.0,acute_queue_refresh,"[{'pid': 176, 'score': 7.147902772849076, 'acuity': 0.5479027728490761, 'bonus': 1.5999999999999999, 'rules': 5.0}, {'pid': 193, 'score': 5.805671545977648, 'acuity': 0.40567154597764793, 'bonus': 0.4, 'rules': 5.0}, {'pid': 181, 'score': 1.614622987159719, 'acuity': 1.614622987159719, 'bonus': 0.0, 'rules': 0.0}, {'pid': 175, 'score': 1.4533986436190487, 'acuity': 1.4533986436190487, 'bonus': 0.0, 'rules': 0.0}, {'pid': 192, 'score': 1.2799130698116274, 'acuity': 1.2799130698116274, 'bonus': 0.0, 'rules': 0.0}]",25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405.0,acute_queue_refresh,"[{'pid': 176, 'score': 7.147902772849076, 'acuity': 0.5479027728490761, 'bonus': 1.5999999999999999, 'rules': 5.0}, {'pid': 193, 'score': 5.805671545977648, 'acuity': 0.40567154597764793, 'bonus': 0.4, 'rules': 5.0}, {'pid': 181, 'score': 1.614622987159719, 'acuity': 1.614622987159719, 'bonus': 0.0, 'rules': 0.0}, {'pid': 175, 'score': 1.4533986436190487, 'acuity': 1.4533986436190487, 'bonus': 0.0, 'rules': 0.0}, {'pid': 192, 'score': 1.2799130698116274, 'acuity': 1.2799130698116274, 'bonus': 0.0, 'rules': 0.0}]",25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405.0,dispatch_cand,,,,,,176.0,A,0.5479027728490761,,,,,,,,,,,,,,,,,,,1.5999999999999999,0.0,5.0,6.378022222680347,,,,,,,,,,,,,,,,,,,,,,,,,,
405.0,dispatch_cand,,,,,,193.0,A,0.40567154597764793,,,,,,,,,,,,,,,,,,,0.4,0.0,5.0,1.969245086397407,,,,,,,,,,,,,,,,,,,,,,,,,,
405.0,dispatch_cand,,,,,,181.0,A,1.614622987159719,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,4.761289653826386,,,,,,,,,,,,,,,,,,,,,,,,,,
405.0,dispatch_cand,,,,,,175.0,A,1.4533986436190487,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,4.525398643619049,,,,,,,,,,,,,,,,,,,,,,,,,,
405.0,dispatch_cand,,,,,,192.0,A,1.2799130698116274,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.453246403144961,,,,,,,,,,,,,,,,,,,,,,,,,,
405.0,dispatch_cand,,,,,,202.0,A,1.0379921524107822,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.1179921524107823,,,,,,,,,,,,,,,,,,,,,,,,,,
405.0,dispatch_cand,,,,,,173.0,A,1.0313363272735607,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.6073363272735604,,,,,,,,,,,,,,,,,,,,,,,,,,
405.0,dispatch_cand,,,,,,191.0,A,1.0311903680659267,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.439190368065927,,,,,,,,,,,,,,,,,,,,,,,,,,
405.0,dispatch_cand,,,,,,201.0,A,1.0082151642628683,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.1682151642628682,,,,,,,,,,,,,,,,,,,,,,,,,,
405.0,dispatch_cand,,,,,,177.0,A,1.0068947387871674,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.2468947387871676,,,,,,,,,,,,,,,,,,,,,,,,,,
405.0,dispatch_cand,,,,,,182.0,A,0.9181422846691535,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.6301422846691533,,,,,,,,,,,,,,,,,,,,,,,,,,
405.0,dispatch_cand,,,,,,166.0,A,0.9049964585764461,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,4.920996458576446,,,,,,,,,,,,,,,,,,,,,,,,,,
405.0,dispatch_cand,,,,,,197.0,A,0.895614274490452,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.279614274490452,,,,,,,,,,,,,,,,,,,,,,,,,,
405.0,dispatch_cand,,,,,,198.0,A,0.8754309740062836,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.2274309740062836,,,,,,,,,,,,,,,,,,,,,,,,,,
405.0,dispatch_cand,,,,,,206.0,A,0.8730440138042691,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.9210440138042691,,,,,,,,,,,,,,,,,,,,,,,,,,
405.0,dispatch_cand,,,,,,179.0,A,0.822789815096281,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.902789815096281,,,,,,,,,,,,,,,,,,,,,,,,,,
405.0,dispatch_cand,,,,,,171.0,A,0.7933343761213808,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.545334376121381,,,,,,,,,,,,,,,,,,,,,,,,,,
405.0,dispatch_cand,,,,,,183.0,A,0.7732838651679137,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.4212838651679136,,,,,,,,,,,,,,,,,,,,,,,,,,
405.0,dispatch_cand,,,,,,184.0,A,0.7644241585168313,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.3804241585168313,,,,,,,,,,,,,,,,,,,,,,,,,,
405.0,dispatch_cand,,,,,,174.0,A,0.7474022375794747,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.211402237579475,,,,,,,,,,,,,,,,,,,,,,,,,,
405.0,dispatch_cand,,,,,,180.0,A,0.6840677166705709,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.6520677166705706,,,,,,,,,,,,,,,,,,,,,,,,,,
405.0,dispatch_cand,,,,,,196.0,A,0.6734739711355981,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.121473971135598,,,,,,,,,,,,,,,,,,,,,,,,,,
405.0,dispatch_cand,,,,,,186.0,A,0.6111137491078991,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.035113749107899,,,,,,,,,,,,,,,,,,,,,,,,,,
405.0,dispatch_cand,,,,,,195.0,A,0.3052984044368417,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.6786317377701752,,,,,,,,,,,,,,,,,,,,,,,,,,
405.0,dispatch_cand,,,,,,148.0,A,0.06982496433303503,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.5044916309997016,,,,,,,,,,,,,,,,,,,,,,,,,,
406.0,arrival,,,,,,207.0,A,0.6531903852167253,3.0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406.0,lwbs_set,,,,,,207.0,A,,,False,,235.35570644852496,197.61531587490103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406.0,touch_assigned,,,,,,207.0,,,,,,,,0.0,1.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406.0,orders_on_arrival,,,,,,207.0,,,,,,,,,,,,1.0,0.55,0.0,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406.0,enqueue,,,,,,207.0,A,,,False,,,,,,,,,,,,,,ACUTE,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406.0,route,,,,,,207.0,A,,,False,,,,,,,,,,,,,,,,ACUTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406.0,dispatch_cand,,,,,,176.0,A,0.5479027728490761,,,,,,,,,,,,,,,,,,,1.5999999999999999,0.0,5.0,6.41135555601368,,,,,,,,,,,,,,,,,,,,,,,,,,
406.0,dispatch_cand,,,,,,193.0,A,0.40567154597764793,,,,,,,,,,,,,,,,,,,0.4,0.0,5.0,2.0025784197307406,,,,,,,,,,,,,,,,,,,,,,,,,,
406.0,dispatch_cand,,,,,,181.0,A,1.614622987159719,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,4.787956320493053,,,,,,,,,,,,,,,,,,,,,,,,,,
406.0,dispatch_cand,,,,,,175.0,A,1.4533986436190487,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,4.546731976952382,,,,,,,,,,,,,,,,,,,,,,,,,,
406.0,dispatch_cand,,,,,,192.0,A,1.2799130698116274,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.474579736478294,,,,,,,,,,,,,,,,,,,,,,,,,,
406.0,dispatch_cand,,,,,,202.0,A,1.0379921524107822,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.1339921524107823,,,,,,,,,,,,,,,,,,,,,,,,,,
406.0,dispatch_cand,,,,,,173.0,A,1.0313363272735607,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.623336327273561,,,,,,,,,,,,,,,,,,,,,,,,,,
406.0,dispatch_cand,,,,,,191.0,A,1.0311903680659267,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.4605237013992602,,,,,,,,,,,,,,,,,,,,,,,,,,
406.0,dispatch_cand,,,,,,201.0,A,1.0082151642628683,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.1842151642628682,,,,,,,,,,,,,,,,,,,,,,,,,,
406.0,dispatch_cand,,,,,,177.0,A,1.0068947387871674,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.2628947387871676,,,,,,,,,,,,,,,,,,,,,,,,,,
406.0,dispatch_cand,,,,,,182.0,A,0.9181422846691535,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.646142284669154,,,,,,,,,,,,,,,,,,,,,,,,,,
406.0,dispatch_cand,,,,,,166.0,A,0.9049964585764461,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,4.936996458576446,,,,,,,,,,,,,,,,,,,,,,,,,,
406.0,dispatch_cand,,,,,,197.0,A,0.895614274490452,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.295614274490452,,,,,,,,,,,,,,,,,,,,,,,,,,
406.0,dispatch_cand,,,,,,198.0,A,0.8754309740062836,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.2434309740062837,,,,,,,,,,,,,,,,,,,,,,,,,,
406.0,dispatch_cand,,,,,,206.0,A,0.8730440138042691,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.937044013804269,,,,,,,,,,,,,,,,,,,,,,,,,,
406.0,dispatch_cand,,,,,,179.0,A,0.822789815096281,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.9187898150962805,,,,,,,,,,,,,,,,,,,,,,,,,,
406.0,dispatch_cand,,,,,,171.0,A,0.7933343761213808,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.5613343761213807,,,,,,,,,,,,,,,,,,,,,,,,,,
406.0,dispatch_cand,,,,,,183.0,A,0.7732838651679137,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.4372838651679136,,,,,,,,,,,,,,,,,,,,,,,,,,
406.0,dispatch_cand,,,,,,184.0,A,0.7644241585168313,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.3964241585168313,,,,,,,,,,,,,,,,,,,,,,,,,,
406.0,dispatch_cand,,,,,,174.0,A,0.7474022375794747,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.227402237579475,,,,,,,,,,,,,,,,,,,,,,,,,,
406.0,dispatch_cand,,,,,,180.0,A,0.6840677166705709,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.668067716670571,,,,,,,,,,,,,,,,,,,,,,,,,,
406.0,dispatch_cand,,,,,,196.0,A,0.6734739711355981,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.1374739711355981,,,,,,,,,,,,,,,,,,,,,,,,,,
406.0,dispatch_cand,,,,,,186.0,A,0.6111137491078991,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.0511137491078992,,,,,,,,,,,,,,,,,,,,,,,,,,
406.0,dispatch_cand,,,,,,195.0,A,0.3052984044368417,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.6892984044368418,,,,,,,,,,,,,,,,,,,,,,,,,,
406.0,dispatch_cand,,,,,,148.0,A,0.06982496433303503,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.515158297666369,,,,,,,,,,,,,,,,,,,,,,,,,,
